id,title,style,soundcloud,youtube,track_count,track_id
619mdkk,Afrojack - Jacked Radio 203 (Week 37) 2015-09-13,"Electro House, Progressive House",['224436494'],[],16,"['1s42920p', 'bhs0qx5', 'w5sv52x', '2fk95ukp', '2n27fmg5', '1q8kud05', 'x3vw9jx', '2rt4uzhp', '2l6njbsx', '27ytjlf5', 'ubf81lx', '1s43f3bx', '1tzp6ngf', '1xqy9bt5', '2bs6k8xx', 'rk2l4mx']"
33t4jct,Tom Swoon - Lift Off 018 2014-04-16,"Electro House, Progressive House",['144988899'],[],14,"['j01lypx', '1nbb7ddx', '186y7lcf', 'plygdlx', 'bf5u83f', '20fsrrm5', '14hqtgnf', 'j03zpsf', 'ltdmclx', '2tlk1c25', '1szgk1b5', '8yvh955', '4hpcfcp', 'zup22k5']"
58nq6v1,Quintino - SupersoniQ Radio 057 2014-09-08,"Electro House, Progressive House",[],['_PX_G1C-iQ8'],14,"['2l4n5b3f', '10t6v9ff', '253mz035', '2j8l4qnp', 'v6k0nvx', '1txq7qx5', '21ddfvqf', '12nw8dsp', '15fnh2tf', 'tbcp9dp', '2pvyl33x', '29sbqdjx', '187tldhx', '195jhlvx']"
64j8ljt,Mell Tierra - Monthly 031 2015-12-12,"House, Electro House, Progressive House",['237204881'],[],17,"['2srpw9r5', '1t2d1swp', 'sh82vxx', '1zlp5b4f', 'ubu4qpf', '189x1ddf', 'mu0yln5', '2um5rmmx', '1mhfs8d5', 'zxqd10p', '1ndtkp0f', '2jcbvz2x', '1t2d929f', '1jq45v4x', '1fwsk0xp', '271gwk2x', '2um8ksdf']"
7t6j4lk,W&W - Mainstage Podcast 229 2014-10-24,"Trance, Electro House, Progressive House",['173736447'],[],18,"['1dx1b2wp', 'u8g4jlx', '2cnjt50x', 'j15j71p', '16df23dx', '2pvy9bv5', '1uvxx4gx', '1nbtf97f', '1kkzug3x', '19513xh5', '26zhdwdp', '1q70xmrp', 'nq5w6hf', 'rhkc19p', '2m2txnlp', '2wdyn0cp', '2m2wzs7f', '195fc31p']"
3j3xs19,Shermanology @ Radio 538 De Avondploeg 2014-10-30,"Electro House, Progressive House",[],['Ko2DJAiBwRo'],7,"['2620djux', '179wnwtp', '1c037f4x', '1p934wyf', '1zjsh1tf', 'lt8yt3x', 'cbt9d0p']"
1by4ukrk,Deorro - Radio DeeJay 2016-06-13,"Electro House, Progressive House, Latin Music",['268907842'],[],6,"['jyt96dp', '2ru07df5', '2ssd37r5', '28tw4cdx', '2rp67j0x', '1hr5p93p']"
56j0shk,Las Salinas - Promo Mix September 2015-09-21,"Trance, Electro House, Progressive House",['224707960'],[],26,"['2fjjf0fx', 'lw2lrk5', 'ubkzv0f', '1r6dd4v5', '2dmrh3bf', '17ct4j85', '2p035vrf', '1mh6hf6p', '1vvcxhrp', '2rt9x3yx', '2bs8sk6p', 'j2r8yuf', '6v7hldx', '1vvfz59p', '15j0z2rf', 'rk0tqyp', '1hr5bfgp', '22bj1mux', 'j2pf8pf', '2l6p5hk5', '2qvm7js5', '1ynnvrgp', '1ynt3xvf', '2jc2t2x5', '1zlhvtbp', '17cr7c75']"
c8mwy9t,W&W - Mainstage Podcast 298 2016-02-26,"Electro House, Progressive House",['249056216'],[],18,"['shjyd6f', '271usn5p', '2567ctgx', '2m48m5kp', '1dzd25sp', 'y2kdd3x', '1xrrrdlx', '1kndkhnp', '1uyg7hg5', 'lwwwd4x', '15jyt22f', '18bbr64x', '16gscc3f', '16grcbq5', 'bjp9t7p', '1zmdq9ux', '27zndwpx', 'bjnzzsf']"
5wnnbnt,Dimitri Vegas & Like Mike - Smash The House 009 2013-05-31,"House, Electro House",[],['acXTaqFyaq4'],16,"['nmnng35', '1sxupulx', '2282g63p', '15d6k9lx', '2l2nsuz5', '10qu8ud5', '2j71l0np', '1tvuukzx', 'd7kbuz5', '2nw02np5', 'zt5xpzf', '1sxy1925', '11nzv1kf', '9g1d0rf', '1b16x90p', '1mc7cs5f']"
567qc31,Quintino - SupersoniQ Radio 096 2015-06-06,"Electro House, Progressive House",[],['V5MZjK3sXYk'],16,"['kxur7np', '1ljzju3x', '1d0360dx', '17bn570p', 'k011q3x', '1km2u46f', 'k027yrf', '1gu1sclp', '196rtguf', '2n1kx095', 'h42w35x', 'pp2jxhf', 'kxqvbtp', '1t1d630f', '15h26wlx', 'sggbtu5']"
6sq39hk,Sunny Lax - Anjunabeats Worldwide 421 2015-03-02,"Trance, Electro House, Progressive House",['193826725'],[],14,"['2rsgkx45', 'bgynzbf', '1klm5tgp', '254l001p', '2snmk5qx', '1xq0qnux', '15h7j2nx', '1ws7c6kx', '14kdjggf', '1fvd27n5', '1t12p65p', 'g642vd5', '1vufl4rf', 'sfyh8mf']"
4rlsqft,Fedde Le Grand - Darklight Sessions 159 2015-09-04,"House, Electro House, Progressive House",['224268470'],[],15,"['v7xyucf', '1xn6cukx', 'dc49gtf', '48snqjx', 'bh5sbqx', 'bbv3m45', '21fm3k5f', 'xyw1gwp', '17gtz4p', '2gbumhh5', 'zwuj6xx', '9kbnxff', '2sqkb1hf', 'mt7hmjx', '15j2ff4x']"
mplmzkt,Ibranovski - The Music Gamble 011 2016-12-29,"Electro House, Progressive House",[],['xbtTWW1p6Lw'],7,"['mur4mbp', '1ngzpxff', '264t1qw5', '2n39t12p', '1gv1bhtp', '2m457ccf', '1lm84nfp']"
65vrl7t,"Sneijder @ The Machine Of Transformation, Transmission 10th Edition (O2 Arena Prague, Czech Republic) 2013-11-30",Trance,['122918227'],['5Ht-V6C4xtQ'],12,"['185brqx5', '193q6s25', 'h0p5p6f', '1uug8q7p', 'pl8pzfx', '12lqk79x', '7unmt95', 'x0pdjdx', 'pl6hy75', 'nmhg9q5', '15dux3zp', '236mdrhf']"
2ptch749,Mr. Carefull - Crystal Clouds Top Tens 253 2016-10-08,Trance,['286719703'],[],10,"['20l429fp', 'pr7y8hp', '11un8cnf', 'bkj2u1f', '1mjvhsf5', '1llzmr0x', '1kp8dzyx', '21g4l735', '1s5uw9zf', '9mlqydf']"
67cxzp9,DJ Bl3nd - Scary Mix 2015-10-26,Electro House,[],['L2Poe7jiuTw'],8,"['2py88hvx', '1mgp8j9p', '23c0s0m5', '1mgkdnfx', '2qu86u25', 'w623rbf', '1c442cr5', '2wgxl6gx']"
28s032xt,Ben Gold - #goldrushRadio 114 2016-08-19,"Trance, Progressive House",['278901120'],[],14,"['1llx7y75', '18bpyg7x', '9mrqzhf', '2l83npd5', '17f13h0f', '1qb30pxx', '2kbf8dzx', '12s8tbkx', '17f83lwf', '2btbx61p', '22fgkndp', '1pd8t0bp', '1d2469rp', '1uz49xwf']"
f4c2p5t,"TUJAMO @ Street Parade Zurich, Switzerland 2015-08-29","Electro House, Progressive House",[],['454rFhB9DQ0'],12,"['854nh75', '5nwzkw5', '1p7brqc5', '2dkt81gp', 'jzzk1hf', '1ndqqznp', '2dkt81gp', 'g5sxcxp', '1r5km325', '1kkq48bx', 'yylwsvf', 'mrv3txx']"
2mx80xs9,JNXD - The Colors Of Defqon.1 | PURPLE 2016-03-18,Hardstyle,[],['AMiIiY5WdUE'],9,"['2ghkh6sx', '1hsvyfzf', '1s3w27qx', '2vkbh67x', '17dmrjpp', '2ru7vmux', '1mccz8vx', '1pbvcbs5', '197p4udp']"
73h9kyk,DubVision & Kate Elsworth - Visionary Radio 004 2013-07-31,"Progressive House, Electro House",['103698314'],['lFVzUpCnmHM'],14,"['1r2ljgtx', '2j6t9mqp', 'nmy0nkf', '5g9uk8p', 'lrsc3vx', 'ls78q35', '2j6mcbux', '4ll317f', '12ltjm25', 'ls8cgdx', '4927lux', 'sbs688x', '2w9nw73p', '1b17t8jx']"
359kydt,Sied Van Riel - Rielism 164 2016-02-08,Trance,['246237396'],[],12,"['cgc372p', '2hfybvpf', '1c3pu625', 'ky8xfuf', 'w6xrx8p', '1c3blxz5', '23bkcbz5', '1c3knzcx', '1mhucvff', '2cqrz7gx', '1q97d0cp', '1kn7rntf']"
4tmb82t,Justin Prime - BPM SiriusXM Guest-Mix 2014-07-07,"Electro House, Progressive House",['157652643'],[],5,"['2k6n3w5f', '28tkmrxf', 'qj5nr5f', '178h2msf', '1t07llrf']"
14g2qnrt,First State - Crossroads 231 2017-01-24,Trance,['304289549'],[],13,"['2n489xuf', 'ntvgg2p', 'mw1sdxx', '11v405qp', 'z1fsrkf', '1u1urhsf', 'h73clzp', '1htq0v4x', 'x5p6fx5', '2tr74bd5', 'rm6bdf5', '1gw27nz5', '28yj5vzp']"
27unwzhk,Chris Metcalfe - Chris Metcalfe Podcast 65 2017-02-01,"Trance, Progressive House",['305615919'],[],14,"['zyq95sx', '2rvpj365', 'tgvp5kf', '199k9n4p', 'rlwkplf', '1pdyxs0p', '17fxl4mp', 'bl2sstx', '2wjmwq9p', '1d2vwpb5', '1pdxlh85', '2gkp34vx', '28yskt7f', '15lb47r5']"
74kdxt1,Sander van Doorn - Identity 271 2015-01-30,"House, Electro House, Progressive House",[],['cQr8zkAo0_g'],19,"['dbbcuy5', '26zzd6qf', '196cpslf', '1c1wljt5', '2cntjcm5', '1lj3k03f', '13mfwkkf', '1s33mxk5', 'qkxqdn5', '17brzb7x', '1mg0l9vx', 'dbjvu6x', 'u98v1b5', 'cdkps85', '246msdqf', '2n11mlrp', 'ms4d69x', 'x2w8w9f', '1c1dzj15']"
t8810kt,Ferry Corsten - Corsten's Countdown 487 2016-10-26,"Trance, Progressive House",['290093799'],['Rnvlf_hvSl8'],12,"['17tnxpx', '21j1krbx', '249glcx5', '22fs30vf', '1vx7j4fx', '1b6y4j25', 'h6q7vc5', '18cbndvp', 'uvd1yp', '23u9yg5', '1pdhp2bf', 'k29fy7p']"
4bvq7s1,Bonobo - THUMP Mix 2014-09-02,"House, Deep House",['165900295'],[],11,"['1p8q5yn5', '1jmt9sc5', '13ltr19f', '2rrm6kf5', '2fhmukrp', '9j516vp', '1s26tgzf', 'zwk9n5p', 'nqx6s45', '16f50smf', '1klt3nnx']"
6362kc9,Erik Arbores @ Spinnin' Records HQ 2014-04-23,"Electro House, Progressive House",[],['mL5LBN1VSf0'],12,"['1p7wm8df', '13l1xytp', '2gdp0wsf', '26yf1yd5', 'bf5u83f', '28tw4cdx', 'ltdmclx', '25zmp0pf', 'plygdlx', '2wcsvlg5', 'qhsl1qp', '1lgmym9x']"
803l6q9,Oliver Heldens - EDM Lovers India Rave Radio 053 2015-12-11,"House, Deep House",['237100856'],[],10,"['v898ljx', '15j0mjmp', 'ubu4qpf', '2l6y17mp', '1fwlwscx', 'mssl65x', '2hf3slpx', 'w65c7uf', '1ynz2t8x', 'k0pltgx']"
sbkd4t1,Don Diablo - Hexagon Radio 097 2016-12-07,House,['296680586'],[],18,"['w844ugx', '13q7hyd5', '2cs1j8sf', 'w82yjw5', '2unwbly5', 'w83nynx', '16hyldtp', '1uzmpp7p', '1gw5md7p', '1u1u03qx', '1999pwbx', '22g12c65', '1ngzpxff', 'k2hm8q5', '11uy2n8x', '1mk555sx', '1xrm7b7p', '254jjy65']"
1cwjt6wk,UMF Europe - Official Aftermovie 2017-02-02,House,[],['ZWZHu3bL21Y'],6,"['muszswf', '1qb9k4up', 'y2xrnkx', '280jf6bf', '1uz90ywp', '1u1m49k5']"
2k42fpvt,Tom Swoon - Lift Off 133 2016-06-26,"Electro House, Progressive House",['270876637'],[],17,"['2btjhxsx', '1b6dj0lx', '2n2sfpm5', '1897qlsx', '12rxjsh5', '10vxr4hx', '2dp18yv5', 'pqjdr6p', '1uygdtcp', '28xvcpn5', '2n3grfg5', '10wcc3pf', '1xs85sbx', 'x4zuux5', 'ucq1ynx', '2qwwggtx', '173cx8x']"
71r2mkk,Tony Junior - Live 022 2015-04-10,"Electro House, Deep House, Progressive House",['200168816'],[],9,"['qlkyxkx', '1tyyq0w5', 'u93296p', '17b49d1f', 'h433pcx', '2bqxwc1p', '1fv3htdx', 'cddf3sp', 'jzlp5tf']"
bbwzj3t,Alexandre Bergheau - Armada Captivating Spotify Spotlight #10 2016-04-05,"Trance, Progressive House",['257406490'],[],11,"['2gdqf6rf', '2tm49umf', '29wfd25', 'w6ct4q5', '2pxll35f', 's9v8ywx', '2twc4vp', '6g85l45', '2bqd9p65', '28wm3ym5', '2dntcfl5']"
2bn59wwt,Blasterjaxx - Maxximize On Air 149 2017-04-13,"Electro House, Progressive House",['318089048'],[],18,"['1t4gg89f', '1lmw74z5', '2dqc5q5f', 'cjl6gqf', 'cj3x00x', '22gjscnp', '2jfkn37p', '2vkv6c7x', 'nu6srup', '1gwckr1x', '199y571f', '20lxbhrf', 'vbtz90f', 'x6fuz9x', '2gkvzgpp', 'g9gbkff', 'nu6t7gp', 'j55qmff']"
8ct7mf9,Protoculture - Gravity South 025 2015-09-03,"Trance, Progressive House",['221942382'],[],11,"['1fwgsb2x', '1hr5bfgp', '11svq6up', '1b514szp', '28wm1x5f', '2tnzdx85', 'qm5xwuf', 'ky7rnux', 'f96z22x', '16fuzfyp', '2vjkl98p']"
989cvuk,StadiumX - Dance Department 2014-01-11,"Electro House, Progressive House",['129133557'],[],6,"['cbgwtg5', 'nmxl7mf', '1r354695', '2m05zrcp', '20f1s9ff', 'g3uqdzp']"
6jbzn31,ARMADA CAPTIVATING - Trance Tune Of The Year 2015-11-06,"Trance, Progressive House",['231824749'],[],16,"['246rz56f', '21fzq4yp', '28wm3ym5', '1b5130c5', '188tyfu5', 'tcvy5xf', 'lvcfzfx', '1kmhlqff', 'h514nc5', '21gdkzpf', '2k86r0pf', '2wdx24p5', '2dlrgp35', '247knq8f', '28vzzvpx', '1nd10nwp']"
6yj7f61,MAKJ - Revolution Radio Show 087 (End of Year Special) 2014-12-28,"Electro House, Progressive House",[],['B5jzPMy3ehE'],15,"['1s0v046p', 'h18r3v5', 'v5w1zxx', '1n8zn79x', '2nw4gvyx', '1nbxj3s5', '2bqxwc1p', '2hcuqmtx', '2199xplp', '2vf9h4lx', '13kn092p', '1958720x', 'zvg88df', '2qrznhmp', 'mrv3txx']"
5lqbdgk,Afrojack - Jacked Radio 220 (Week 02) 2016-01-09,"House, Electro House, Progressive House",['240974864'],['IDVqvYvo4Os'],17,"['2m457ccf', '17d8wvwx', 'yzth5up', '2jcnpn6f', '1r6x5q0p', '16gl7qcp', '1mfqf1pf', '1zkxpz5f', '2196xz2p', '1yp58w4p', '197ru4vp', '1ty8k965', '2fl7n67p', '16gchy25', '1b56p1mp', '1q91s7fx', '2srv2qxf']"
yv8dr7k,Malaa - Who is Malaa 009 2016-01-06,"House, Tech House, Deep House",['240697326'],[],7,"['2hg3555f', '1c54u8xp', '1wtn3u9x', 'kzlq93x', '2vk1ldyx', '13qrflz5', '12sxs1gf']"
88b69ck,"Fedde Le Grand @ Dit is Domien, 3FM 2015-02-04","Electro House, Progressive House",[],['ta9aaEFLINg'],5,"['257v8g2x', '8ckhc2p', 'cbss85f', '11q4tw45', '14hrnns5']"
2zbtjm9,Get Far - The Massive Radio Show #146 2016-02-09,"House, Electro House, Deep House, Progressive House",[],['CbFOsJgfc7M'],13,"['22drkzd5', '1nfdw135', '1uwrq5up', '2quzf025', '1fwlwscx', '2wfhxwz5', '2fl7n67p', 'yynhc0p', '1t2l8gb5', '15jssg0f', '1tzy1vxp', '2rtyb5fp', '27yp2x6p']"
1b147dz1,Dave Neven - Digital Noise Radio 018 2017-05-04,Trance,['321159360'],[],14,"['199w1l05', 'qptyur5', '21jf931x', '2rw027j5', 'dfwq2ff', '2jfgxzd5', '1wvnctbf', '2p2m3bm5', '1yrb7fjp', '12t723k5', '1yrc43hp', 'rmk1925', '28yxxzz5', 'zzux4qp']"
wzvnr29,Jay Hardway - Inspire Podcast 041 2017-04-19,"Electro House, Progressive House",['318469746'],[],16,"['1js9x0mp', '2jfbtb8f', 'nu6sjzx', '1t4gg89f', '1fytbmff', '1fyruzzf', 'l0u9jw5', '2wjywxt5', 'przhmx5', '17g5phg5', '2vkv6c7x', '14p1f2np', '1qbymfzf', '1b73cfvp', '1u277bpx', '1qc0h25x']"
99n88u9,Jerome Isma-Ae - Armada Night Radio 071 2015-09-22,"Trance, Electro House, Deep House",['225024473'],['Djq8HEpaZWs'],17,"['g744nlf', 'h4w5mhf', 'dcfucn5', '2rthm555', 'rk3zqn5', '1c2z8df5', '2pxvmntf', '2p004qcf', '27yvxq5x', '15j55s9p', '17csvg6x', '13m9hltp', '1ljpbjqx', 'lrx9yw5', '2k8q1zmf', 'tdn8m35', '2l65phgx']"
6zfgb5t,Mell Tierra - Rebell Radio #01 2016-01-16,"House, Electro House, Progressive House",['242274015'],[],18,"['muh0qxp', '1c3gq37p', '2hftr16f', 'h5gnrhx', 'lwmrl15', '25603dy5', '1lkvz6xx', 'f9nhlx5', 'zxht7wx', '2fl7n67p', 'bjdz5zp', '2m4h5vrp', '1hsjjxq5', '9ll7mm5', '20hvj7sf', 'cg7vgsp', '2um8ksdf', 'yzth5up']"
177lnyd9,Oliver Heldens - Heldeep Radio 144 2017-03-03,House,[],['SCx-KPEzTQ8'],18,"['2hhl7yy5', '265l759f', '20ls08gx', 'cj0rssp', '13qw3cy5', '2kc4vpy5', '2l8kpwd5', '2jfd0syp', 'h76hu0p', 'lyg4gr5', '14npyh6f', 'qp4p94x', '28yz81pp', 'j50mfrp', '2kc6b94x', 'vblr3bf', 'vbmmlgp', '4wu5hfp']"
8xl0j41,Gabry Ponte - #RobotizeMe Episode 1.21 2015-07-23,"Electro House, Progressive House",[],['YQArt9pt4Fo'],15,"['29u48jsp', '1971kg75', '1ncb98jx', '1hrmm4q5', '2wdw4hg5', '15hu0qjp', '2552z105', '1c2pkg6x', '13n64sf5', '2fkhjunp', 'pnttyr5', '20j1rvgp', '14l1xu2x', '2pxj51c5', 'f8tr9kf']"
1773y6x1,Quintino - SupersoniQ Radio 159 2016-08-20,"Electro House, Progressive House",['279978982'],[],15,"['1u189kup', 'fbtw7w5', '18c1nlwx', '27zsl3d5', '1jr52zc5', 'fbt61xf', 'tg8y7jx', '1fxt4v8p', '2hgsk5ux', '11uj0h05', 'ddzfhqx', '2ruyu6pp', '1gvq234x', '188fddlp', '2sst1y7f']"
2vdbgupt,Micha Moor - House Sounds Radioshow December 2016-12-15,House,['298007980'],[],16,"['1wv3gxqp', '1c4wr4xx', '1t3x0jnf', 'bkxbkmp', 'ly35zw5', '272vn8jp', 'j4kktn5', '1lmcsghf', '2649hx65', 'j42c4df', '2658lgdf', 'lx49ut5', '1yquuyrf', '13qltjq5', 'x5v5txx', '2qwgkcnp']"
8nszpmt,R3hab - I Need R3hab 157 2015-09-25,"Electro House, Progressive House",['225659337'],[],14,"['197cxk5p', '2m461k7x', '1vvf2zxx', '2cq1wzvf', '2wgk6gdx', '2pxx50vx', '2tp3121p', '1zln398p', '2pxvmntf', '21g642tp', 'ky9ludp', '29ugkwtx', '2dmq78x5', '1dwcykv5']"
996ld41,Morgan Page - In The Air 248 2015-03-19,"Electro House, Progressive House",['197392341'],[],18,"['1mgk9ms5', '1t17fszp', '2nz8f3qx', '2wfr4bzx', 'tcw362f', '1b49468f', 'sg183d5', 'jzlp5tf', '22by3t3p', 'w59s7yx', '2tnbd8ux', 'x32g2ux', '2dl6lkwp', 'qljvqmf', '27073rm5', '1mgd45tx', '1zkm4u3f', '2k7y638p']"
532smk1,REVEALED RECORDINGS - Miami Sampler 2015 (Minimix) 2015-03-20,Electro House,['196795039'],['LTKKkeT2TMI'],9,"['1mgd45tx', '2nz8f3qx', '2ggnpz95', 'yyr9jsf', 'jzr2n55', 'rjbtslx', '15gwuwpx', '1xq7gg3p', 'j1xf2nf']"
4tjcvlk,MONSTERCAT - Monstercat 017 (Zenith Album Mix) 2014-05-23,"Dubstep, Electro House",['150824727'],[],16,"['1szl2ty5', '1b2yxfnx', 'bfn8895', '19557w45', '2m27yu1p', '2qth97mf', '9hwb92p', '16cl1t6f', '2l44pmtp', '2534jkup', '2m28lzkx', '28ug5p15', '12nkjzjf', '2j8vlbzp', '1szl2ty5', '1q62k0q5']"
1jkg0kmt,R3hab - I Need R3hab 222 (Year Mix) 2016-12-22,"Electro House, Progressive House, Trap",['299172632'],[],18,"['272r1r25', '2qxg7htf', 'vbdtb2p', '1pdtmbwp', '1u1vy8z5', 'zyj5sv5', '22dlv65x', 'j3cbrxx', '2flfp9xp', '1jqqd4y5', '15k5jtdp', '2gjzb82x', '199dxnnx', '22dxh8zx', '9mbk9bx', 'w7cfszp', '2btzgbcx', '18cl0sbx']"
zt14ud1,Deepend - This Is DPND #7 2017-01-09,"House, Electro House, Deep House",['301650698'],[],14,"['x5u6kxx', '2st1p3wp', 'qp19rrx', 'prdh28x', '2vlfd8bx', '2fmhpg7p', '2qxh2px5', '1s62rwsf', '1b6yqdbp', '23cmutjp', '15ktuw45', '1b6vlpwx', 'y3l8zqx', '1997lg4f']"
7tym9bt,Dyro - WOLV Radio 088 2015-09-24,"Electro House, Progressive House",['225341317'],['lMoacBSEQ8w'],18,"['25506xpf', '1q8kud05', '1xr1mvyx', 'h4x1975', '1c2zwrsx', 'cfmqxsp', '2n27fmg5', '197cxk5p', 'k0hc4tf', '2hdsvcw5', '29uhg34x', '1nf0xun5', '1jpr1f1p', '1uxmp8f5', '13nkf2px', 'yxtxctp', 'f8vz2ff', 'lw4nypp']"
16983w6t,Craig Connelly - Decibels Radio 046 2016-07-27,"Trance, Techno, Progressive House",['275615774'],[],13,"['1htfmh15', '1pd4l9t5', 'w7bn2r5', '2btc799f', '2vl3h6up', '9fyn3f', '9mk61xx', '2l83tpk5', '1knv313f', 'x5bvlzx', '28xwj5m5', '16h5cqc5', '2l839d1p']"
24cg1j1,Hardwell - Hardwell On Air 247 2015-12-11,"Electro House, Progressive House",[],['UjMJuR9AO2o'],17,"['271gwk2x', 'zxht7wx', '1vvw6w9x', '20jkcwfx', 'qmj6jgf', '1d144glx', 'cg54w8f', '1kn1tkt5', 'g7d64tx', '2k99cv2x', 'f9shrhx', '2m457ccf', 'h52br35', 'w6ct4q5', '22dhy0rp', '2sqtc325', '1zlyvyl5']"
1h39ufk,Nari & Milani - I'll House U The Program 211 2015-07-06,"House, Electro House, Progressive House",['213474345'],['fdMnDRnO-X8'],14,"['1hrlgwk5', '2tnn8pux', '13n3tr1f', '2fk9931f', '2wg35k5f', '1mgd45tx', '1zl7mgc5', '13n27nj5', 'qlg108f', '9kk6x4p', '14kx1qz5', '1jp3jkxx', 'lvpbyzp', '27ysgx8f']"
1wnwrgst,Quintino - SupersoniQ Radio 178 2017-01-04,"Electro House, Progressive House",['301189006'],[],15,"['2dpv41np', 'x5wc0cp', '1t4235qx', '1vx5xhbx', '22fjzy85', '2dpvr4z5', '1xt1z2hx', '12spmng5', '2l8p8p7f', '9n3k60p', '16hyldtp', 'ntsung5', '2pzwt16x', '1r8df84f', '22g1u6vp']"
96qndp1,Chris Schweizer - Schweizer World 01 2015-10-12,"Trance, Progressive House",['228088047'],[],15,"['29uc6w05', '1s47ktfx', '1pbxzwtx', '12qqf7np', '1kmhlqff', '14lg8nvf', 'x403knx', '27yvxq5x', '239rdqwp', '2m4h8dtf', 'lw66sfp', '2fktjj4f', '2635rf5f', '2l6mt6kf', '189dmq3x']"
d7hqwvk,R3hab - I Need R3hab 243 2017-05-18,"House, Electro House, Progressive House",['323308340'],[],18,"['2qy8lffp', '29x344ff', '2jfq1bsp', 'x6jtnmf', 'x6lv3bp', 'dg3qg3f', 'nuc17zx', 'w8t2sy5', '9nukx6x', '2fn6l2lf', '1u2gq865', '2582t47p', 'g9clxqp', '1t3f0ns5', 'y44tybf', '1fz0y1gp', '1s6vcczf', '1gvdul3x']"
3j40sr1,Firebeatz - Firebeatz FM 037 2014-11-01,"Electro House, Progressive House",['174724964'],['7_WcKTkevX0'],18,"['24643chx', '2ukc556f', '1q70xmrp', '2pvbxrqf', '27x66jjf', '25403rkp', 'j15j71p', '1kkznxcp', '2k7dhkdf', '2rqzpx45', '17b9lk45', '27x6mw7x', '1hq71dpf', 'sdx4fxx', '2l4mvjn5', 'g5g3glx', '2n0ty38p', 'w4ncdxp']"
4cyp4g1,"Skrillex @ Webster Hall New York City, United States 2012-08-12",Dubstep,[],['yxoJFmH3oAo'],7,"['2vt8yff', '8bc1y8f', '8lw9szx', '5wwsxjp', '3hbkjup', '25nttvf', '86zps85']"
1s042y99,Aly & Fila - Future Sound Of Egypt 492 2017-04-17,Trance,['318146143'],[],13,"['257vn06p', '2qy062jf', 'bldsk7f', '16hgqvlx', '1t4hjzmx', '1pfbmf1p', '23d2bv45', 'zzux4qp', '28z3qt1x', '1gwq23qp', '2vm6fxp5', '1f1349gx', '1vxqubyp']"
55rtjvt,Bassjackers - JackinDaBass Radio 039 2014-10-17,"House, Electro House, Progressive House",[],['atNmsbl8xPw'],13,"['1dwm3wqx', '2k7819n5', 'zvgb7vp', '2nyjjf0f', '2l4yzl5x', 'qkczurx', '21dmlpyx', '261nq3dp', 'd9w4nk5', 'd9ts58p', '9gz6yc5', '1c1d49xf', '1szhl5vp']"
59d5gw9,Joey Dale @ SLAM! Bij Igmar 2015-08-10,"Electro House, Progressive House",[],['8mDPJiqGYsc'],10,"['16fzycwp', '1ldnbh1x', '11sg3nlp', '20j1rvgp', '2tlcfl4f', '1s37dkwf', '1s33mxk5', '1yk0vv5x', '15h19f7f', '2bs6k8xx']"
qgyqg9t,Tiësto & Garmiani - Club Life 507 2016-12-16,"Electro House, Deep House, Progressive House",['299307231'],['UbpAxzWIi9M'],33,"['2m6jvct5', '9n3k60p', '1lmdsprf', 'z1kp9vx', '1jqlxgyf', 'g8ywlsx', '1s64pt7f', '1gw54z9p', '1u15b43x', 'dfdkg65', '1hu0lzgx', 'chm56jp', '1fybf06x', 'bkpsv7p', '22cw09jf', '1xrlgp5p', '1ndqqznp', 'mv2v3qp', 'w6zqvxf', 'j3chj8x', 'h5uhmjp', 'nt7sjvf', 'ly4tv1x', '272ycx6p', '16hyldtp', '1wv77rxf', '2m53hppx', '1qbdhv3f', 'vbbt2ff', '1d2uk4rp', 'y3sb3dx', '16hzyylp', '28xpmm05']"
4zbwmlk,Patric La Funk - Planet Funk Radioshow 024 2014-03-26,"Electro House, Progressive House",['141547261'],[],14,"['2wcvky3p', '12n3s525', 'kvlw97p', '15dptz95', '2puyw2w5', '2j8065w5', '2mzmn8qp', '28tcxzjf', '1utt03xf', '1ykzwbyf', '2rr0mp8x', '260hwmqp', '1jm6d2jf', '194u9cbp']"
27unh441,Ultra Music Festival Brazil - Official Aftermovie 2017-02-20,House,[],['MyITfFXYyh0'],4,"['23c19c95', 'sjty2tx', 'j42c4df', '1s62rwsf']"
2dgl36k,Yellow Claw @ SLAM!FM De Avondploeg 2012-10-05,"Dubstep, Electro House, Trap",[],['r2vAcMkXv_U'],12,"['50ggdsf', '20chmhwx', '2ck3qcyf', '71w6jpf', 'd6kv9sf', '34rn61p', '12kpfr0f', '99lhbkx', 'zsf0f95', '7zvmp65', 'kugrnkf', '5xv8v0f']"
2vd33ggk,"Galantis @ Marquee Las Vegas, United States (EDC Week Las Vegas) 2016-06-16","Electro House, Progressive House",[],['ZiERBk7Bl-I'],25,"['v91480x', '14hyk4ff', '1jn098q5', 'v80vq15', '1s3tdv9f', '2ukzz3rx', '1dzqk7gf', '2tnl1fl5', '1km4fydx', '2flk62bf', '2bswj72f', '1b4g3zkf', '1vv1fbwx', '1ypt5uyp', '13nmzn95', '34bj6m5', 'g85k3zf', '20k3r1hx', '2vj2wrw5', 'gh8705', '1xrlgp5p', '2m2v4cux', '1uwflfhf', '195z3pdf', 'tdn84gf']"
